购买车型,购买地点,购买时间,购买裸车价（万元）,空间,动力,操控,能耗,舒适性,外观,内饰,性价比,购车目的1,购车目的2,购车目的3,购车目的4,汽车类型,最满意的一点,最不满意的一点
2015款 1.5T 双冠旗舰版,内江,2015年9月,14.78,4,5,4,5,5,4,5,5,上下班,购物,接送小孩,,DM,内饰是同价车中做工最好的，尤其是车内的皮革座椅，非常柔软，有着良好包裹性，是比亚迪车系中做工最棒的。,如果不是纯电模式怠速，在混合动力或者高速行驶时，有着明显噪音，虽然车体用了不少隔音棉，但还是会有噪音骚扰。
2015款 1.5T 双冠旗舰Plus版,济南,2015年12月,15.3,3,5,3,5,5,4,5,5,上下班,自驾游,商务接送,,DM,太多优点了，这价格里性价比最高的，这配置，这能耗，百公里不到10块钱，比燃油车经济实惠多了，最满意有座椅通风和加热，对我们北方人来说是个福音，建议千万不要因为贵1万块钱就不选了，真的很舒心，还有提速那叫一个激情，什么叫驾驶乐趣？澎湃的动力完全可以满足，还有13寸的液晶仪表盘，3组座椅记忆和10向调节，太太太爽了，还有自动空调，软内饰，比14款多了两块电池，最后总结总结，开惯了秦，开车别的车不得劲！,最不满意的一点就是比亚迪的万年C柱，就不能改一下，不过我自己贴起来了，还有后备箱～～～都懂，反正秦100已经解决这个问题了，我们14款和15款的车主就受着吧～～～
2015款 1.5T 双冠旗舰Plus版,枣庄,2015年10月,16.3,4,5,4,5,5,5,4,5,上下班,购物,接送小孩,,DM,秦的动力在同级别的新能源汽车里，算很厉害了，记得当时看过一个视频，是他和奥迪比起步，他居然赢了，于是心动才买下的，我现在自己开了一个月，发现纯电情况下，不担心油钱的情况下油门放心踩，动力真的可以秒杀我旁边的出租车。,最不满意的就是后备箱了，之前本来看好的是比亚迪唐，但是动力太肉了对于我来说，可是人家唐都能把电池啥的放底盘，都是一个厂家的，秦为啥就做不到呢？这样后备箱空间不够，其实很遗憾的。
2015款 1.5T 双冠旗舰Plus版,镇江,2015年11月,15.68,4,5,4,5,4,5,5,5,上下班,购物,,,DM,车子里一键恢复有点厉害，每次只要进车按一下换挡杆前面的按钮，座椅就可以恢复到我上一次调的位置，还有方向盘的高度也可以自动归位，虽然不是什么大功能，但是细节见匠心，十几万的车能考虑到这点真的很棒。,车子的底盘不结实，异响有点多，尤其是仪表台那里.....吱吱宁宁的有点让人不舒服。
2015款 1.5T 双冠旗舰Plus版,武汉,2015年11月,15.68,3,4,3,2,3,4,1,1,上下班,购物,接送小孩,自驾游,DM,除了前脸个人比较喜欢，基本没什么太满意的,没有广告中那么节油，也没有那么省电，重点是故障率超高。简单说下目前的故障。一，驾驶过程中突然失去动力二，中控台异响三，经常车内显示无法检测到钥匙（备注：钥匙就在手上）四，车窗升降器坏了，主驾驶室车窗一键升降无法使用（以解决），其他三个车窗升降不顺畅（依然未解决五，这个最关键，半年时间，变速箱发出很严重的异响，哐当，哐当。现在需要跟换整个变速箱典型的坑爹车型。
2015款 1.5T 双冠旗舰Plus版,深圳,2015年5月,16.0,4,5,4,5,4,3,4,5,购物,接送小孩,自驾游,泡妞,DM,动力！！外加各种高科技配置。 让开车成为一种享受。,后备箱小。 整体做工需要在加强。 
2015款 1.5T 双冠旗舰Plus版,郑州,2016年1月,21.98,4,5,5,5,4,5,4,5,上下班,购物,,,DM,纯电0油耗，后期费用少，售后服务好！,电池占据了一部分空间，显得后备箱小了。男人东西少，完全够用，就是媳妇觉得不够用。
2015款 1.5T 双冠旗舰Plus版,北京,2015年11月,15.4,4,4,5,5,4,5,4,5,上下班,购物,,,DM,油电混合，养车费用超低！,隔音效果有所欠缺，也可能是因为附近工地多的原因。
2015款 1.5T 双冠旗舰Plus版,石家庄,2015年9月,21.7,4,5,5,5,5,5,4,4,上下班,购物,,,DM,比较喜欢它的霸气外观，其实第一眼先注意到的是那两只前脸灯，有点凶凶的，很喜欢。,后备空间有点小，但是能满足家用，如果长途出游，就有点呛。
2015款 1.5T 双冠旗舰Plus版,郑州,2015年9月,15.7,4,5,5,5,4,5,4,5,上下班,购物,接送小孩,,DM,当时和老婆商量入手新能源汽车，还为动力表现担心动。实际使用动力表现确实超出预期不少，市区起步动力表现甚至超出燃油车子。,后备厢空间略显有点不足，内饰缺乏档次手感。
2015款 1.5T 双冠旗舰Plus版,襄阳,2015年11月,15.33,5,4,5,5,5,4,4,5,上下班,购物,接送小孩,,DM,油电混合，经济适用。还没买车前，坐朋友车出去玩，每次看他加油，就替他头疼，油费隔段时间涨一次。就觉得还是我的电驴方便，充电就可以，不用加油多贵。生活不会一成不变的，现在每天上下班，还要接孩子，偶尔还是要带家人附近游玩下的。结合需求，觉得秦的油电混合很适合，很快就订下来的。,秦的屁股个人觉得没有前脸大气好看，不过不影响总体美观。
2015款 1.5T 双冠旗舰Plus版,福州,2015年10月,15.98,5,4,4,5,4,5,5,5,上下班,购物,,,DM,新能源油电混动双用。我家距离上班地方30km，每天晚上充够电，上下班足够使用。出差去江浙一带来回也够用，绝对省油费。自从买了秦，我就没有担心过涨油价的事情。,因为后备厢增加了电池，被占用了后备箱一小点位置，装不了太多东西，不过也不影响家常使用。能满足短途出行。
2015款 1.5T 双冠旗舰Plus版,宝鸡,2015年10月,15.27,4,5,5,5,4,5,4,5,上下班,购物,接送小孩,,DM,舒适性，市区纯电动模式下，车内几乎没有噪音，非常安静。音响效果也超赞，舒适度超高！,后备厢被电池占用一部分，空间显的略有点局促。
2015款 1.5T 双冠旗舰Plus版,德州,2015年9月,18.7,4,4,5,5,5,5,4,5,上下班,接送小孩,,,DM,养车费用超低，每天晚上充电，第二天上下班60公里路程，纯电动模式完全可以满足需求！,内饰的做工还有一定的提升空间，新车刚到手的时候异味还特别大，敞开车门晒了好几天才渐渐消散，考虑到健康问题就没让怀着孕的媳妇上去感受感受。
2015款 1.5T 双冠旗舰Plus版,菏泽,2015年9月,20.1,5,5,4,4,4,5,5,5,上下班,接送小孩,,,DM,市区代步纯电动模式挺好，基本不用烧油，只这一点还不够么？,各方面表现基本满意，不满意就是操控吧，如果底盘能够再厚重些，支撑更沉稳些就更好了。
2015款 1.5T 双冠旗舰版,重庆,2015年8月,14.68,5,5,5,5,5,5,5,5,上下班,购物,接送小孩,自驾游,DM,动力和油耗。在油电混合状态下，不论是高速还是山坡，冲冲冲，动力随叫随到。,在没电状态下爬坡，动力较肉，有时候有顿挫感。
2015款 1.5T 双冠旗舰Plus版,苏州,2015年11月,21.98,4,5,5,5,5,4,4,5,自驾游,跑长途,,,DM,这款车我最满意的地方就是它的外观和油电混合动力，靓丽的外观比较适合像我们这种奔放的90后，油电混合又比较经济,内饰和外观都没有多大的特色，至少对于90后来说是没有多少的吸引力的
2015款 1.5T 双冠旗舰Plus版,上海,2014年10月,20.98,4,5,4,5,4,4,4,5,上下班,购物,接送小孩,自驾游,DM,用电，低油耗，速度还快，性价比很高。,后备箱空间小，跑高速的时候，时速120之后噪音突显，130KM之后非常吵，车内声音都比较难听清楚。
2015款 1.5T 双冠旗舰Plus版,天津,2015年12月,15.6,5,5,5,5,4,5,5,5,上下班,,,,DM,纯电开起来很静，动力强120迈踩油门还有推背感，混动运动模式油门踩到底有过山车感觉，进出小区停车时全景影像很实用，座椅记忆很高大上.,混动起步窜，尤其出小区时不好控制. 混动起步开空调发动机声音大.冬天充满电也就跑50公里。
2015款 1.5T 双冠旗舰Plus版,西安,2015年11月,14.3,5,5,5,5,5,5,5,4,上下班,接送小孩,自驾游,,DM,满意的地方多了，比如油耗，现在经济不景气，到处都是买了车在那停着不舍的用油，或者是开不起要卖，到处都是卖二手车的，秦平常上下班一直用电，自驾游跑远路才切换油，太省了～而且车空间好大，哪哪都舒服，回家忘带钥匙，缩后排都够我1米76的睡了～而且车很派气，车身好长，每次去丈母娘家，停在楼下双龙SUV旁边，比他的车还长一点，看起来比他的还高级，倍儿有面子，嘿嘿～,没感觉哪里不满意，可能就是后备箱小，但是我觉得够我用了，挺好～要非说不满意的，总感觉纯电里程太短，好期盼船夫大人能再让电池技术有个新突破，同样空间大小的电池里程上能突破300，做梦梦到都会笑醒，嘿嘿～
2015款 1.5T 双冠旗舰Plus版,上海,2015年10月,15.83,4,5,4,4,4,4,4,4,接送小孩,自驾游,跑长途,,DM,纯电模式下噪音极小，提速快，而且特别经济实惠，性价比简直堪比公交车。,纯电续航还是偏短，充电时间还是偏长。相信以后的技术进步能解决这块短板。
2015款 1.5T 双冠旗舰版,西安,2015年9月,13.68,4,5,5,5,5,5,5,5,上下班,接送小孩,自驾游,,DM,电行驶安静，平顺，配置高，该有的功能都配齐了，很多功能对于新手很实用,后备箱小，小孩的自行车都放不下，不过平时够用。
2015款 1.5T 双冠旗舰版,济南,2015年11月,14.68,5,5,4,5,5,4,4,5,上下班,接送小孩,自驾游,,DM,油电混动在实现了驾车更加的经济性的前提下，更加的提高了驾驶和乘坐的舒适性，不但对环境做出了贡献还使得乘坐感更加的安静舒服了。另外超长的电池续航能力，完全满足了个人城区代步的需要，很方便,座椅没有加热功能，这个毕竟是个油电混动的，我个人感觉电加热还会比较省的，再就是发动机的暖风加热也是捎带的，为嘛不给加个座椅加热功能呢，那样北方的孩子就舒服多了在寒冷的冬天
2015款 1.5T 双冠旗舰Plus版,西安,2015年11月,14.68,4,5,5,5,5,5,5,5,上下班,购物,接送小孩,,DM,动力，动力，动力。重要的事情说三遍。动力随叫随到，高速超车依然游刃有余；红灯起步，一个油门简直是“一骑绝尘”啊。,说三点吧：第一，顿挫感太强，纯电感觉不出来，但是混动的换挡顿挫相当明显，虽是逆向研发大众的，但是感觉差距还是有的，尤其是混动经济模式下，发动机突然介入的时候；第二，减震较差，过弯时车速只要稍快，倾斜比较严重；第三，蜡烛灯啊，蜡烛啊。
2015款 1.5T 双冠旗舰Plus版,西安,2015年12月,14.43,4,5,4,5,4,4,5,5,上下班,接送小孩,,,DM,纯电太安静了，加速爽，各种高科技配置，太安逸了！,后备箱空间略小，不过家用也凑合！混动油耗一般，发动机声音略大，不知道是不是纯电太安静了！后轮走过沙石路面噪音太大，联系增加后轮仓隔音棉！中控门把手黑色镜面太容易划伤了，我才提半个月已经惨不忍睹了！
2015款 1.5T 双冠旗舰Plus版,深圳,2015年8月,14.3,5,5,5,5,5,5,5,5,上下班,接送小孩,自驾游,跑长途,DM,外形漂亮，时尚，有个性，内饰精美，全真皮坐垫，软内饰，高端大气上档次，功能齐全。各种安全配置应有尽有，360全景影像，胎压监测，车身稳定，安全气帘，刹车优先，上坡辅助，发动机启停，GPS导航，自带行车记录仪，全自动电子泊车，5.1声道环绕立体声，220v大功率电流输出，超低油耗，超便宜的用车成本，高额的各种补贴，部分导航新能源车不限牌，节能环保。加速迅猛，秒杀大部分车型，质量可靠，售后满意。,灯光昏暗，晚上总是被远光狗各种虐，品牌总是被各种二货嘲笑
2015款 1.5T 双冠旗舰Plus版,长沙,2015年7月,15.68,4,5,5,5,5,4,5,5,上下班,自驾游,,,DM,  加速性能，零油耗,  外观
2015款 1.5T 双冠旗舰版,深圳,2015年8月,13.1,4,5,5,5,5,5,5,5,上下班,购物,接送小孩,,DM,安静，驾驶体验无以伦比，关上门窗，车内完全没噪音，享受音乐极美。省油，不仅仅是油耗降低这么简单，车上的汽油味儿丝毫没有，我家老人坐什么车都晕，因为对汽油味敏感，只有秦不晕车。动力极好，想超就超，哪怕是纯电模式，动力也是甩燃油车几条街。混动模式试过几次，动力太强大不易控制，反而用得少。,
2015款 1.5T 双冠旗舰Plus版,广州,2015年10月,15.3,5,5,5,5,5,4,5,5,上下班,接送小孩,自驾游,,DM,加速！加速！加速！还有就是安静，开20-30时开窗在田边开过！就像人坐在椅子上飞一样很安静！不用加油！还有超长的保养！,车的颜色可以多一些选择吗？
2015款 1.5T 双冠旗舰Plus版,西安,2015年9月,15.68,4,5,4,5,4,4,4,5,上下班,自驾游,,,DM,纯电行驶安静，提速平顺有力，减振过虑较好，音响效果较好。前排座椅包裹较好外接两相电等实用功能较全，日常用车功能基本齐备，混合动力行驶100公里6升左右，在市区行驶比较省。,尾箱应该没有300升，整车用塑料质量差。电视是一个鸡肋，一出城区就没有信号，云服务不能及时更新到你点击更新的时间。车身外观接缝有待提升，后备箱的支撑杆伸出与车身的空隙大差，这点对不起这个车价，整车隔音有待提升，挡风玻璃必须开空调才能除雾！其中I万元桩补要车主先垫付，销售说三个月后才会?贴到车主帐上，直接异致购车价格变为15.68万元。
2015款 1.5T 双冠旗舰Plus版,广州,2015年9月,15.33,4,5,5,4,5,5,5,5,上下班,自驾游,,,DM,性格比高，节能,馈电状态耗油
2015款 1.5T 双冠旗舰Plus版,深圳,2015年1月,14.33,4,5,3,5,4,3,4,4,上下班,购物,接送小孩,自驾游,DM,纯电驾驶安静加速快,颜色选择少，选择白色，容易脏，特别是停在大榕树下，会惹来群鸟的妒忌。
2015款 1.5T 双冠旗舰Plus版,上海,2015年7月,15.3,3,5,5,5,5,5,5,5,上下班,,,,DM,1、省油，绝对的省油！！如果上下班往返在50公里以内的话，基本是不需要加油了。纯电妥妥的！我上班往返距离是90公里，电用完了就开混动。目前的百公里能耗是（7.7度+2.6升）/百公里，如果周末不出去玩，只是上下班的话，两个星期加100块油钱就够了。2、纯电形式无噪音，无顿挫，绝对豪车享受！！混合动力提速快，超车无压力。3、外观、内饰都很用心，个人比较喜欢！4、配置丰富，无需另外加装配置。自带行车记录仪、胎压监测，省心！5、遥控驾驶，装B 的不二之选！,1、5%电量时堵车很难受。顿挫感很强。驾驶感受差。2、空间小，后备箱更是小的可怜。
2015款 1.5T 双冠旗舰Plus版,西安,2015年8月,14.1,4,5,5,5,5,4,4,5,上下班,接送小孩,,,DM,动力强，车内无汽味，360影像,原车自带导航市内及高速地图不准
2015款 1.5T 双冠旗舰Plus版,上海,2015年5月,15.83,4,5,5,5,5,5,4,5,上下班,购物,接送小孩,自驾游,DM,油电混合，纯电时，安静，加速快。另外各种配置全面，尤其安全配置非常全面，居家使用性价比非常非常高。,后备箱太小了一点，放东西相对不方便。另外就是从下订单到提车等待时间太长了，等了快半年了！
2015款 1.5T 双冠旗舰Plus版,济南,2015年7月,15.68,4,5,4,5,5,5,5,5,上下班,购物,接送小孩,自驾游,DM,手机可以遥控，有云服务随时知道车的状态。纯电环保，这是最大的优点，而且省钱。加速快只要踩油门，不管纯电还是混动，基本没有追不上的车，给人信心很足。而且有360影像，新手也可以随便跑。还有对外放电功能，以后出去玩儿就可以自己带一个电陶炉野炊了。,
2015款 1.5T 双冠旗舰版,武汉,2015年6月,14.68,4,5,4,5,4,5,4,5,上下班,购物,自驾游,,DM,怎么说呢，满意的地方太多了。要说最满意，应该是它的前脸，相当犀利。,就外观上说，车屁股最不满意，可以说它根本没屁股。功能方面，我必须说的是，胎压检测这个实用的设备没安装。我表示很伤心。
2015款 1.5T 双冠旗舰Plus版,上海,2015年8月,15.83,4,5,5,5,5,5,5,5,上下班,自驾游,跑长途,商务接送,DM,档次感，外面比亚迪，里面的感觉像奥迪A6L，虽然不能完全达到，毕竟价格在这里啊。,后备箱太小了，根本放不下什么大件。悬挂不适合跑外地那些坑坑洼洼的路面。底盘防护差一点意思。轮胎用的还是相当到位的。玻璃比14款的薄了不少。
2015款 1.5T 双冠旗舰版,武汉,2015年6月,14.68,4,5,4,5,4,3,4,5,上下班,购物,接送小孩,自驾游,DM,1，省钱，纯电百公里10块钱，混合动力百公里平均25块，保养只有燃油部分，电动系统不用保养，保养周期长，两年保养一次，还送4次保养，几年都不用花钱。2，性能强，混合动力马力大，超车随便超,充电慢，快充也要3到4个小时，能提速到7kw就好了，普通电动车慢充都是7kw，能跟那一样就好了，还有就是做工一般，后座有异响，纯电跑的时候有声音，不大，但是听得不舒服
2015款 1.5T 双冠旗舰版,西安,2015年7月,14.68,5,5,5,5,5,5,5,5,接送小孩,自驾游,,,DM,电动驾驶 丝般润滑 非常安静 动力充沛,不是四驱。。
2015款 1.5T 双冠旗舰Plus版,济宁,2015年5月,15.3,4,5,5,5,4,5,4,5,上下班,购物,接送小孩,,DM,外观感觉是自己最满意的，别的基本上到没感觉到，其实最自豪的还是积极响应了国家的号召，节能环保还是比较不错的！,
2015款 1.5T 双冠旗舰Plus版,上海,2015年6月,15.83,4,5,4,5,4,4,4,5,上下班,购物,自驾游,跑长途,DM,油耗和提速，车头看上去很大气,暂时还没有，可能最不满意的就是后备箱有点小吧，还有不是疝气大灯
2015款 1.5T 双冠旗舰Plus版,天津,2015年5月,15.68,4,5,5,5,5,4,4,5,上下班,接送小孩,自驾游,跑长途,DM,配置高，各种高端配置十分享受，动力强劲，纯电节能模式提速都很爽，平时纯电，省油就不多说了, 座椅通风功能风力很弱，几乎感觉不到
2015款 1.5T 双冠旗舰Plus版,上海,2015年5月,15.63,2,5,3,4,3,4,4,4,上下班,自驾游,,,DM,车头外观年亲时尚霸气，动力强劲省油，,刚提车的时候被发动机的声音震撼了，纯电模式悄无声息，一换HEV立刻变成战斗机般的轰鸣，切换sportHEV就更恐怖了，整个一轰炸机空袭模式的狂暴噪音即使影响开很大都一览无余，受电池影响后备箱空间感觉就像普通家用车该有的容积却被活生生的削了一半
2015款 1.5T 双冠旗舰Plus版,深圳,2015年5月,14.3,4,5,5,3,5,5,5,4,购物,接送小孩,,,DM,当然是动力咯,耗电量有点大
2015款 1.5T 双冠旗舰Plus版,杭州,2015年11月,16.8,4,5,3,3,3,2,4,3,上下班,,,,DM,能充电不用油，上下班省钱，安静,电池衰减快，三年五万公里换电瓶，纯电两万公里，16年跑四十多公里，检测说正常，17年跑三十多公里，电池不给换，说多均衡，18年上周换电瓶前只能跑25公里跳发动机，新电瓶测试跑67公里，符合秦70标准
2015款 1.5T 双冠旗舰Plus版,西安,2015年8月,14.98,4,5,5,5,4,4,5,5,上下班,购物,自驾游,跑长途,DM,功力、加速、燃油经济性、安静舒适的驾驶,后备箱放了电池，尺寸有些小
2015款 1.5T 双冠旗舰Plus版,上海,2016年3月,17.78,4,5,5,4,4,4,5,4,上下班,购物,跑长途,商务接送,DM,既可以选择纯电，又可以选择油电混动,全系只有卤素大灯，刚需买车但是时机最不好，全部补贴只有4万，厂家也没其他优惠，所以对价格也是最不满意。
2015款 1.5T 双冠旗舰版,青岛,2016年6月,15.58,4,5,5,5,5,5,5,5,上下班,,,,DM,,
2015款 1.5T 双冠旗舰Plus版,天津,2017年6月,15.5,4,5,3,4,3,4,4,5,上下班,,,,DM,全景影像，自动手刹，云服务,未告知车主共赢活动
2015款 1.5T 双冠旗舰Plus版,深圳,2017年6月,15.0,4,5,5,5,5,4,5,4,泡妞,,,,DM,纯电行使安静舒适 配置高 特别是座椅记忆很方便,发动机介入时候比其它车噪音好像要大
2015款 1.5T 双冠旗舰Plus版,广州,2015年11月,16.8,3,5,5,5,3,3,3,4,购物,接送小孩,自驾游,,DM,丰富人性化的电子设备,没踩刹车启动电源后踩刹车挂档无效要重按电源才能挂档，还有就是感觉没有70公里的续航
2015款 1.5T 双冠旗舰Plus版,上海,2015年6月,16.9,5,5,5,5,5,4,5,5,上下班,购物,自驾游,泡妞,DM,,
2015款 1.5T 双冠旗舰版,深圳,2017年7月,12.6,4,4,5,5,4,5,5,3,上下班,购物,自驾游,,DM,,
2015款 1.5T 双冠旗舰版,大同,2017年7月,15.0,3,4,2,5,5,4,3,3,自驾游,,,,DM,,
2015款 1.5T 双冠旗舰Plus版,上海,2015年5月,15.83,4,4,4,5,4,4,3,5,上下班,购物,接送小孩,自驾游,DM,纯电模式最爱，静音舒适，主要还省钱。全景倒车影像，现在看着这个都能一把倒车入库了。,后备箱太小，如果出门去旅游的话太不合适了，放个箱子就不行了，如果大点的还放不下。载物能力太差，能放大一下就好了。
2015款 1.5T 双冠旗舰Plus版,上海,2017年7月,16.98,4,5,4,5,4,4,4,5,上下班,,,,DM,,
2015款 1.5T 双冠旗舰Plus版,深圳,2015年10月,14.55,4,5,5,5,4,5,5,5,上下班,接送小孩,跑长途,,DM,,
2015款 1.5T 双冠旗舰Plus版,上海,2016年9月,16.48,5,5,5,5,4,4,4,5,上下班,,,,DM,,
2015款 1.5T 双冠旗舰版,南京,2016年12月,20.98,5,5,5,5,5,4,4,5,上下班,,,,DM,,
2015款 1.5T 双冠旗舰Plus版,北京,2015年9月,16.0,5,5,5,5,5,3,5,5,上下班,,,,DM,,
2015款 1.5T 双冠旗舰Plus版,上海,2016年12月,21.98,4,5,5,5,5,5,5,5,上下班,,,,DM,,
2015款 1.5T 双冠旗舰版,合肥,2017年1月,20.98,5,5,4,5,4,5,5,5,上下班,,,,DM,,
2015款 1.5T 双冠旗舰Plus版,上海,2016年9月,16.0,3,5,3,5,4,3,4,4,上下班,购物,自驾游,,DM,,
2015款 1.5T 双冠旗舰Plus版,深圳,2016年8月,15.2,4,5,4,4,4,5,5,4,上下班,,,,DM,动力十足，加速超车毫无压力。,＜5％电的时候真是无法形容，只试过一次，两个字~震撼，三个字~坑爹呀，15万多的车居然比拖拉机还难开。 还有hev模式下发动机介入时偶尔会有强烈的震动，感觉像是将一个带载且转速为零的齿轮直接搭到另一个高速的齿轮上。。。。
2015款 1.5T 双冠旗舰版,深圳,2015年11月,13.3,3,5,3,5,3,2,4,5,上下班,,,,DM,纯电非常安静，配置高，音响比较不错，油电时动力强劲，且不费油。 因为小区充电不方便，soc一直设置在70上，用hev节能模式跑，从未亏电过，最低一次堵车还有39的电，基本一箱油可以跑800多公里，还是很不错的，所以没电买秦，是没有问题的，自己亲身试了以后才知道！,
2015款 1.5T 双冠旗舰版,上海,2015年10月,14.89,4,5,3,5,4,5,5,4,上下班,购物,接送小孩,自驾游,DM,,
2015款 1.5T 双冠旗舰Plus版,深圳,2016年11月,15.5,4,5,4,4,5,4,4,4,上下班,接送小孩,自驾游,,DM,加速很棒，纯电跑的很安静，油耗也还满意,袖珍的后备箱，装个小行礼箱就没空间了，太小了，充电也太慢了，如果充电在2小时内充满就好了，没电了，挫顿感还是很强。
2015款 1.5T 双冠旗舰版,广州,2016年11月,15.15,5,5,3,5,4,4,4,4,上下班,接送小孩,,,DM,最满意的就是动力强劲还省钱,最不满意的就是它的后备箱容积，期待秦100
2015款 1.5T 双冠旗舰Plus版,上海,2015年12月,15.5,5,5,5,3,5,4,5,5,上下班,,,,DM,,
2015款 1.5T 双冠旗舰Plus版,西安,2016年3月,14.63,4,5,4,5,3,2,2,4,上下班,泡妞,,,DM,,
2015款 1.5T 双冠旗舰Plus版,西安,2016年10月,14.98,5,5,5,5,5,4,5,5,上下班,接送小孩,自驾游,,DM,,
2015款 1.5T 双冠旗舰版,德阳,2016年8月,20.98,5,5,5,5,4,5,5,5,上下班,,,,DM,,
2015款 1.5T 双冠旗舰Plus版,广州,2015年8月,15.0,4,5,4,4,4,4,4,5,上下班,购物,接送小孩,自驾游,DM,,
2015款 1.5T 双冠旗舰Plus版,西安,2015年9月,14.68,4,5,4,4,5,5,5,5,上下班,,,,DM,,
2015款 1.5T 双冠旗舰Plus版,深圳,2016年9月,14.48,5,5,5,5,5,5,5,5,上下班,购物,接送小孩,自驾游,DM,,
2015款 1.5T 双冠旗舰Plus版,上海,2016年3月,17.98,4,4,4,4,4,5,4,3,泡妞,上下班,接送小孩,自驾游,DM,配置比较丰富，该有的都有了不用去后装,大灯还是卤素灯泡很失望
2015款 1.5T 双冠旗舰Plus版,上海,2015年6月,16.8,4,5,4,5,4,4,4,4,上下班,,,,DM,基本无油耗 s档动力强,电池差 宣传的70km纯电里程从未跑到过 目前只能跑个40km
2015款 1.5T 双冠旗舰版,深圳,2015年11月,13.3,4,5,5,5,5,5,5,5,上下班,购物,自驾游,泡妞,DM, 都很满意了  起步迅速 提速快 超车猛 乘坐舒适 乘坐空间足 前脸非常好看 用车费用经济性高 如果充电方便的话，上下班都不用油；我提车那个月出4S店加了100元92的，一个月之后还有95%... EV纯电或者HEV经济模式下车内非常安静；出了速度高了有胎噪外。发动机的震动没有点点感觉。非常棒，非常棒，非常棒，,
2015款 1.5T 双冠旗舰Plus版,广州,2016年8月,21.98,5,5,3,3,4,5,5,5,商务接送,,,,DM,省油,没电不好开 操控性能不是很好。还有小毛病。刚买没几天发动机前面就有异响。去四Sd店没有找到问题。挺郁闷的。然后就是车漆有点薄。稍微刮一下就见底了。比哪些合资车是没的比的
2015款 1.5T 双冠旗舰Plus版,天津,2015年12月,15.9,4,5,4,3,4,5,3,5,上下班,购物,自驾游,跑长途,DM,加速非常客观，但是原车加速计时器不准，跟P-box，测出来的不一样,做工不细致
2015款 1.5T 双冠旗舰Plus版,北京,2016年3月,21.5,4,5,5,5,5,5,5,5,上下班,,,,DM,,
2015款 1.5T 双冠旗舰Plus版,西安,2016年3月,14.55,5,5,5,5,5,3,5,3,上下班,接送小孩,自驾游,购物,DM,省钱,没电的时候不舒服
2015款 1.5T 双冠旗舰Plus版,西安,2016年6月,14.8,3,5,3,5,5,5,5,5,上下班,跑长途,自驾游,,DM,动力给力，配置高，独特拉风,没电了不爽
2015款 1.5T 双冠旗舰Plus版,晋城,2016年1月,21.6,5,5,5,5,5,4,5,5,上下班,,,,DM,,
2015款 1.5T 双冠旗舰Plus版,上海,2015年6月,15.0,4,5,5,4,4,4,4,5,上下班,自驾游,泡妞,,DM,加速快,车身高，侧倾比较严重。 刹车太柔了。不安全、
2015款 1.5T 双冠旗舰Plus版,长沙,2015年11月,15.68,3,5,4,5,4,4,2,5,上下班,购物,自驾游,跑长途,DM,最满意的是提速,整车质感相比同价位合资车有待提高
2015款 1.5T 双冠旗舰Plus版,上海,2015年12月,16.7,4,3,4,5,1,1,1,3,上下班,,,,DM,纯电模式下的安静 后排空间还行 中间突起物不是很明显 后排三个成年人不是问题,1 对比我家另一辆进口cc3.6 悬架实在太硬 一点点的颠簸都能很明显的感受到     2  行驶至现在19000km 后尾灯没密封性差的一塌糊涂 倒车灯 后雾灯严重产生水气     3  最近发生多媒体记忆问题 音响没声音 需要每次打开恢复出厂设置才有声音 蓝牙连接每次打开都无记录 自动连接失效   4  隔音差 比无框车门的隔音还差 缺点写不完了
2015款 1.5T 双冠旗舰版,上海,2015年10月,15.0,4,4,4,4,5,5,5,4,上下班,购物,接送小孩,自驾游,DM,,
2015款 1.5T 双冠旗舰Plus版,西安,2015年6月,21.98,3,5,4,5,5,5,5,5,上下班,购物,接送小孩,,DM,行使过程中特别安静；百公里能耗基本上维持在20块以内，经济型高；车辆配置高，完全是豪车的体验。,电量不足时，电动机持续工作，发动机为其供电，牺牲了驾驶的稳定性和舒适型！
2015款 1.5T 双冠旗舰版,宜春,2016年4月,15.98,5,5,5,5,4,4,4,5,上下班,购物,,,DM,,
2015款 1.5T 双冠旗舰版,重庆,2016年1月,14.98,4,5,4,5,4,5,5,5,上下班,购物,,,DM,,
2015款 1.5T 双冠旗舰Plus版,深圳,2016年5月,14.7,4,5,4,5,5,5,4,5,上下班,,,,DM,,
2015款 1.5T 双冠旗舰Plus版,深圳,2016年2月,15.6,3,5,4,4,4,5,5,4,上下班,购物,接送小孩,自驾游,DM,纯电加速和静音,后备厢空间小和纯电续航里程
2015款 1.5T 双冠旗舰Plus版,上海,2015年11月,15.1,4,5,4,5,4,5,5,5,上下班,购物,,,DM,,
2015款 1.5T 双冠旗舰Plus版,中山,2016年1月,13.98,4,5,5,5,4,4,5,5,上下班,购物,,,DM,,
2015款 1.5T 双冠旗舰Plus版,南昌,2015年12月,15.1,4,5,4,5,4,5,5,5,上下班,购物,接送小孩,,DM,,
2015款 1.5T 双冠旗舰版,贵港,2015年11月,14.58,5,5,4,5,5,4,5,5,上下班,购物,,,DM,,
2015款 1.5T 双冠旗舰Plus版,上海,2015年12月,14.58,4,5,4,5,5,5,4,5,上下班,购物,,,DM,,
2015款 1.5T 双冠旗舰Plus版,永州,2016年5月,15.68,4,5,5,4,5,5,4,5,上下班,购物,,,DM,,
